"IMF_SBA","IMF_PRGF_ESF","IMF_All","GDP_pctchng","IP_pctchng","FX_FebSep_chng","FX_JunJun_chng","Equity_SepFeb_chng","Equity_SepFeb_Sharpe","Equity_JunJun_chng","Equity_JunJun_Sharpe","EquityVarDummy","FXVarDummy","GDPVarDummy","IPVarDummy","fx_res_index","Savings_pct_GNI","AgriExports_pct_MerchExp","AgriImp_pct_MerchImp","AgriValueAdd_pct_GDP","AgriValueAdd_pct_Growth","Aid_pct_GNI","BankLiquidRestoAss","BusinessDisclosure","ReservesChangesUSD","ClaimsOnGovOtherPublicLCU","ClaimOnGov_pct_anngrowth","ClaimsOnPriv_pct_anngrowth","CPIlevel","CreditDepthofInfo","CA_pct_GDP","CAUSD","CurrentTransfersReceiptsUSD","ExtDebtServicePPGIMF_pct_Exports","ExtDebtServicePPGUSD","ExtDebtServiceTotalUSD","DepositInterestRate","domesticcreditbybanks_pct_gdp","domesticcredittotal_pct_gdp","ExportsAsCapacityToImport","Exports_pct_GDP","Exports_pct_GrowthAnn","ExportsUSDBoP","Exports2000USD","ExportsconstantLCU","ExportscurrentLCU","ExportsUSD","ExportsAndIncomeBoPUSD","TradeBalance_pct_GDP","TradeBalanceLCUconst","TradeBalanceLCUcurrent","TradeBalanceUSDcurrent","Consumption_pct_GDP","FinancingViaInterCapMarkets_pct_GDP","FoodExp_pct_Exp","FoodImp_pct_Imp","FDIcurrentUSD","FDIinflows_pct_GDP","FDIinflowsUSD","FDIoutflows_pct_GDP","GDPUSD2000","GDPLCUconstant","GDPLCUcurrent","GDPcurrentUSD","GDPdeflator","GDPgrowth_pct_","GDPpercapita2000USD","GDPpercapitaLCUconstant","GDPpercapitaCurrentUSD","GDPpercapitaGrowth","GDPpercapitaPPP2005USD","GDPpercapitaPPPcurrentUSD","GDPPPP2005USD","GDPPPPcurrentUSD","GovExp_pct_GDP","GovExp_pct_Growth","GovExp2000USD","GovExpconstnantLCU","GovExpcurrentLCU","GovExpcurrentUSD","GNIcurrentLCU","GNIUSD","GNIPPPUSD","GoodsExpUSD","GoodsImpUSD","Investment_pct_GDP","Investment_pct_growth","SavingsDomestic_pct_GDP","SavingsGross_pct_GDP","SavingsGross_pct_GNI","SavingsGrossLCUcurrent","SavingsGrossUSD","Consumption_pct_Growth","ConsumptionUSD2000","ConsumptionLCUconstant","ConsumptionLCUcurrent","ConsumptionUSD","Imports_pct_GDP","Imports_pct_Growth","ImportsBoPUSD","ImportsUSD2000","ImportsLCUconstant","Importscurrent","ImportsUSD","ImportsandIncomeBoPUSD","dontuse10","GDPdeflator_pct_annual","LendingMinusDepositRate","LendingRate","M3_pct_GDP","ManufactureExports_pct_Total","ManufactureImports_pct_total","StockMarketCap_pct_GDP","StockMarkCapUSDcurrent","ExportsMerchUSD","ImportsMerchUSD","MerchandiseTrade_pct_GDP","M1LCU","M2LCU","M2_pct_GDP","M2toTotal_Reserves","M2growth_pct_","MultilateralDebtService_pct_PPGDebtService","MultilateralDebtServUSD","CapitalAccountUSD","CurrentTransfersUSD","DomesticCreditLCU","FinancialFlowsUSD","ForeignAssetsNetLCUcurrent","IncomeNetBoPUSD","IncomefromabroadLCUcurrent","IncomefromabroadUSDcurrent","PortfolioInvBondsUSD","PortfolioInvEquityUSD","other","DebtExternalPVof_pct_Exports","DebtExternalPV_pct_GNI","DebtExternalPVUSD","DebtServicePPG_pct_Exports","DebtServicePPG_pct_GNI","quasi_liq_liab_pct_GDP","REER","RealInterestRate","ServiceExportsUSD","ServiceImportsUSD","DebtST_pct_Exports","DebtST_pct_TotalExternal","DebtST_pct_Reserves","LegalRightsIndex","TermsofTradeAdjustment","DebtService_pct_GNI","Reserves_pct_ExtDebt","ReservesUSD","ReservesInMonthsImports","ReservesLessGold","Services_pct_GDP","Unemployment_pct_","IMFcreditUSD","RemittancesPaidUSD","RemittancesReceived_pct_GDP","RemittancesReceivedUSD","RemittancesNetUSD","GDPgrowth2007","GDPGrowthLast5yrs","GDPGrowthLastTenYears","CPI2007","CPIAvLast5Years","CPIAvLast10Years","CA2007_pct_GDP","CAAvLast5Yrs_pct_GDP","CAAvLast10yrs_pct_GDP","WDIDummy","EuroArea","peg","financiallyclosed","LowIncome","MiddleIncome","UpperIncome","OECD","SouthAsia","EuropeCentralAsia","MENA","EAPacific","SubSaharan","LatAmCarribean","NorthAmerica","Equity5yr_pct_chng","Equity5yrSharpe","REER5yr_pct_rise","REERDevFrom10yrAv","credit_domestic_pct_gdp","credit_domestic_pctGDP_5yr_rise","credit_domestic_pctGDP_10yr_rise","m3_5yr_chng","m2_5yr_chng"
"Dominican_Republic",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.212007288,9.019,NA,NA,6.5713,1.2357,0.3254,29.5951,5,-615872698.8,234000000000,9.275,18.3848,114.1816,6,-5.0048,-2067800000,3662800000,9.4708,1070421000,1363286000,6.9617,48.3457,29.8693,113000000000,29.1105,2.3664,11972300000,9926407431,113000000000,397000000000,12027466420,12783800000,-10.7644,-40940400000,-147000000000,-4447494586,91.8419,2.6091,NA,NA,1516500000,4.1097,1698000000,0,34258540899,315000000000,1360000000000,41316543756,433.6431,8.4746,3522.523,32346.9918,4248.2392,7.2377,7296.3296,7726.2053,70960956816,75141742386,7.44,10.0416,2686283732,11074700000,101000000000,3073958538,1300000000000,39235543756,71357060714,7160200000,13597000000,18.9226,12.4439,8.1581,11.3535,11.9556,155000000000,4690861900,11.969,29013194827,279000000000,1150000000000,34871923316,39.875,11.6658,15370200000,13130330590,154000000000,544000000000,16474961007,18260800000,6.1436,5.7009,8.865,15.8267,31.6694,NA,NA,NA,NA,7160200000,13597000000,50.2394,140000000000,333000000000,22.2204,3.9111,22.0717,29.0675,311145000,259600000,3409200000,534000000000,125690000,128000000000,-2079100000,-68711498500,-2081000000,410636000,0,953500000,70.2778,33.1125,10157266560,8.3733,2.7282,14.1737,100.8667,9.5797,4812100000,1773200000,15.1969,23.2412,93.8301,3,-722505118.2,3.4746,24.7694,2561663644,1.6834,2546409354,15.9387,NA,547591000,28200000,8.2628,3413900000,3032700000,8.4746,5.89344,5.64472,6.1436,19.36344,12.995,-5.0048,-0.07592,-1.42115,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0.095337441,0.059056378,0.39164269,0.039788357,0.153814862,-4.501125938,1.052004433
"East_Asia___Pacific",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,37.2667,2.1191,2.7712,11.8328,3.7463,0.2012,16.1223,4.6,NA,NA,NA,NA,111.6321,1.55,NA,427000000000,NA,1.4892,31627778000,84872224000,NA,117.9694,98.8505,NA,48.6301,15.8287,2000000000000,1730000000000,NA,NA,2000000000000,2110000000000,8.6786,NA,NA,NA,NA,3.2421,6.8586,5.0376,NA,4.114,175000000000,0.9108,3150000000000,NA,NA,4310000000000,NA,11.3622,1641.0111,NA,2246.4739,10.5215,4678.1788,4954.604,8970000000000,9500000000000,12.7325,9.0879,420000000000,NA,NA,549000000000,NA,4280000000000,9450000000000,1780000000000,1390000000000,37.834,10.3947,46.4838,49.7446,51.3969,NA,NA,7.8786,1350000000000,NA,NA,1820000000000,39.9515,11.4094,1630000000000,1270000000000,NA,NA,1630000000000,1750000000000,NA,6.0237,5.8858,NA,135.7028,77.1947,66.6269,167.4259,7080000000000,1790000000000,1480000000000,76.3733,NA,NA,126.292,NA,NA,NA,7461201000,NA,NA,NA,-4660089000,NA,NA,NA,NA,2285811000,35168100000,NA,NA,NA,727000000000,1.4829,0.7408,88.4439,NA,NA,214000000000,241000000000,13.6048,39.1829,15.5414,4.65,NA,2.001,253.0609,1860000000000,15.1566,1830000000000,10.567,NA,214840000,12921412000,1.5341,65350678000,NA,11.3622,9.6854,7.91229,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.798115297,7.484806227
"Ecuador",0,0,0,-0.010627266,NA,0,0,0.010076238,0.074887762,-0.130797233,-0.972100101,1,1,1,0,NA,15.1757,3.6406,1.0626,6.9064,4.885,0.4923,4.3669,1,-1518013931,-3098680000,-3.295,13.0997,105.3803,5,3.4889,1597561279,3394778789,10.6349,1709482000,3634314000,4.9772,18.1347,24.8211,9935058519,32.689,-1.7459,16037998342,8584365691,8579684631,14968068556,14968068556,16296609878,-0.7481,-1582730368,-342533262.8,-342533262.8,77.6775,0.2271,27.1165,8.4373,182693526.9,0.399,182690000,0,22101237257,22090180000,45789374000,45789374000,207.2838,2.4909,1656.8165,1655.9876,3432.5948,1.4338,7023.1281,7436.9076,93685582186,99205227744,10.7426,4.75,1903037030,1901582427,4918953445,4918953445,43742492891,43742492891,94770545876,14863466973,13066610838,23.0706,6.3579,22.3225,24.9404,26.1075,11420073039,11420073039,6.0195,15351732767,15344373760,29349611520,29349611520,33.437,6.4996,15638173774,10167697797,10162415042,15310601819,15310601819,17944653419,2.2763,6.9757,7.0985,12.0757,26.2005,7.8396,67.2603,9.3176,4266450000,14321000000,13893461490,61.6179,4394800000,12369010000,24.9146,NA,18.3925,53.6923,917860000,54799940,3245604820,8926230000,-222777000,7954031658,-2047868109,-2046881109,-2046881109,0,500000,-118274431.8,115.2971,49.9237,19493396330,10.4898,3.9081,17.1751,138.5333,4.7674,1174531369,2571562936,9.7731,10.8098,53.8093,3,1355373888,8.3084,20.0891,3520673052,2.3544,2816381658,8.1811,NA,0,82992000,6.7565,3093759000,3087800000,2.4909,4.7912,3.2155,2.2763,3.67812,25.29875,3.4889,1.03086,-0.07391,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.689796956,1.055077435,-0.183633745,-0.048174794,0.19494108,-0.006403862,-0.08775883,6.624977908,4.903654313
"Egypt_Arab_Rep",0,0,0,0.044500705,-0.058823529,-0.03883581,-0.046214356,-0.524287783,-1.996009178,-0.419689884,-1.59779588,1,1,1,1,0.200790277,12.2214,1.6108,3.713,14.0702,3.6804,0.8229,36.673,7,-5475042654,228000000000,2.1767,5.742,117.6759,4,0.3155,411600000,8561800000,4.6637,2224894000,2424052000,6.1,89.5123,50.6421,119000000000,30.2502,23.2848,44398000000,45252927011,138000000000,225000000000,39469189331,47707000000,-4.5785,1022901424,-34100000000,-5973809837,83.7269,5.1928,7.8764,19.4677,10913300000,8.8738,11578100000,0.5095,136000000000,273000000000,745000000000,130000000000,272.8044,7.0747,1697.0534,3410.065,1629.7125,5.1242,4761.7447,5042.291,381000000000,404000000000,11.3321,0.1887,13544531975,24338870432,84400000000,14785617308,752000000000,132000000000,407000000000,24454600000,39354300000,20.8516,23.7647,16.2731,26.3286,26.0932,196000000000,34352364215,6.8254,100000000000,181000000000,539000000000,94457618359,34.8287,28.8036,53696700000,54825036736,137000000000,259000000000,45442999168,55617500000,9.319,12.6076,6.4083,12.5083,96.1717,18.5942,42.3789,106.7548,139000000000,19223760000,37100000000,43.168,152000000000,716000000000,88.4536,NA,19.1193,22.1682,493218000,1900000,8322100000,627000000000,-1140798000,233000000000,1388200000,6718600000,1176998204,0,-3198900000,-3573900000,59.7344,24.9893,27296885640,4.6637,1.69,75.79,NA,-0.0882,19943400000,14342400000,2.6213,4.7669,4.5049,3,-18998249417,1.8412,105.814,32214421942,6.9506,30187705757,26.2775,NA,0,179600000,5.8676,7655800000,7655800000,7.0747,5.13746,4.71029,9.319,7.52226,5.22542,0.3155,2.92002,0.91111,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20.40557979,2.359533738,NA,NA,0.84147788,-0.174112505,0.080005008,-0.030972159,5.542140626
"El_Salvador",1,0,1,NA,NA,0,0.000457247,NA,NA,NA,NA,0,1,0,0,0.000000773,1.1541,0.7017,1.697,12.1301,8.5884,0.4452,12.5387,5,-280197684.1,623201246.6,3.0637,9.4905,108.8005,6,-5.4916,-1118780000,3835300000,11.8349,687877000,1046912000,NA,46.2738,42.8335,3276516640,26.1309,3.9427,5526770000,4914592555,3898161734,5323546749,5323546749,5812270000,-23.9404,-2380207343,-4877283878,-4877283878,103.5405,0,35.0731,16.8285,1425810000,7.4885,1525610000,0.4899,16009796666,9179900000,20372600000,20372600000,221.9262,4.65,2621.6511,1503.2355,3336.0729,4.2206,6151.2603,6513.6722,37564276225,39777439506,7.4151,1.1291,1490600661,680700000,1510651404,1510651404,19793150000,19793150000,38646065144,4034900000,8108200000,20.3999,5.8963,-3.5405,12.1479,12.5035,2474836122,2474836122,7.3407,14927198216,9087676021,19895130860,19895130860,50.0713,8.067,9841750000,7919232812,6278369077,10200830627,10200830627,10706650000,4.5785,4.3625,NA,NA,42.1838,54.6746,61.6844,33.0984,6743000000,3984000000,8712000000,62.319,1835197419,8810004387,39.9848,0.4369,17.7511,52.9487,364222000,150150000,3775600000,10060703340,-15598000,2245217414,-579400000,-579450000,-579450000,-30100000,0,-196380000,103.7619,49.8789,9049111880,11.8349,3.4753,32.8185,NA,NA,1491870000,1733550000,10.4022,11.2274,42.9194,5,-621645094.3,5.2893,26.1592,2304318135,2.5827,2109971010,15.8321,NA,0,28500000,18.2171,3711300000,3695300000,4.65,3.214,2.94707,4.5785,3.97576,3.08283,-5.4916,-4.21816,-3.09635,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.493835021,0.019906658,0.049787623,0.171268076,-3.740092452
"Equatorial_Guinea",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.23362218,53.1906,NA,NA,2.6777,9.9915,0.4699,87.1781,6,NA,-1520000000000,-53.3779,16.0553,107.3434,2,NA,NA,NA,NA,NA,NA,4.25,-22.2272,2.9142,NA,81.8945,NA,NA,NA,NA,4940000000000,10298868381,NA,51.6085,NA,3110000000000,6490162794,13.1187,0,NA,NA,NA,NA,NA,NA,5148299307,3670000000000,6030000000000,12575770198,164.4298,21.4425,8016.5356,5707612.993,19582.0218,18.2626,28875.791,30577.0574,18544321751,19636892036,2.2875,NA,NA,NA,138000000000,287676806.5,3200000000000,6673793266,10421036308,NA,NA,35.2729,NA,86.8813,38.6553,72.8401,2330000000000,4861200728,NA,NA,NA,653000000000,1362095033,30.2861,NA,NA,NA,NA,1830000000000,3808705587,NA,2.8037,-1.1638,10.75,15,7.4648,NA,NA,NA,NA,10210000000,2760000000,103.1348,372000000000,450000000000,6.3748,0.2441,41.2502,NA,NA,NA,NA,-1340000000000,NA,1800000000000,NA,-2830000000000,-5901976932,NA,NA,NA,NA,NA,NA,NA,NA,1.29,158.7058,16.3542,NA,NA,NA,NA,NA,3,NA,NA,NA,3845916301,NA,3845916301,NA,NA,NA,NA,NA,NA,NA,21.4425,16.88098,24.26049,2.8037,4.87888,5.39226,NA,NA,NA,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,NA,NA,0.329395605,0.287132891,-0.222272116,-0.224551121,-0.314239175,NA,NA
"Eritrea",0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,24.3,1.2926,11.347,20.8306,4,NA,20346500775,11.2848,2.4237,NA,0,NA,NA,NA,NA,5692000,6102000,NA,124.5484,25.5528,222005806,6.2629,-2.2642,NA,77317048.6,233100000,1323200000,86061788.62,NA,-28.2133,-989000000,-5960765899,-387692091,117.6515,0,NA,NA,NA,-0.2052,-2820000,NA,722288667.7,3673914012,21127488894,1374145619,575.0676,1.3252,149.1786,758.7952,283.8104,-1.8068,591.086,625.9108,2861903941,3030517883,31.4216,-11.8198,377413482.5,2344800000,6638600000,431778861.8,20983338894,1364770009,3009841070,NA,NA,10.5618,0.3953,-17.6515,NA,NA,NA,NA,18.4539,734065188.8,1832600000,18218208577,1184924135,34.4763,-1.523,NA,418332851.3,1222100000,7283965899,473753879.6,NA,NA,5.8564,NA,NA,122.4426,NA,NA,NA,NA,15000000,510000000,38.2056,11520946845,25869048932,115.8278,49.0754,12.1137,94.3781,5372000,NA,NA,26313954641,13402000,2514638603,NA,-144150000,-9375609.756,0,0,NA,660.4597,41.4697,523964695.3,NA,0.4171,67.912,NA,NA,NA,NA,NA,2.1838,55.7186,2,-11094194.05,0.4471,3.9193,34284787.55,NA,34284787.55,NA,NA,0,NA,NA,NA,NA,1.3252,0.34532,0.22752,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1.245484249,-0.193858466,0.512167113,-40.25276299,-32.88417709
"Estonia",0,0,0,-0.160993801,-0.308231173,-0.114576364,-0.109270454,-0.523801194,-3.539083416,-0.48750214,-3.29382743,1,1,1,1,0.282857453,7.4211,6.311,3.0783,2.7737,-10.4287,NA,6.5607,8,-186020370.2,-2469000000,0.9225,52.526,111.3186,5,-17.9963,-3771775759,707339986.2,NA,NA,NA,4.3718,95.0756,96.1089,153000000000,74.3861,-0.0078,15471327880,7900559449,134000000000,178000000000,15590342105,16989378593,-10.8865,-41116798976,-26011100000,-2281675439,72.9928,2.9166,8.3809,8.3874,1115671344,12.8186,2686599702,7.4954,9633007479,164000000000,239000000000,20958675439,146.0641,6.3329,7179.8528,121921.0806,15621.3109,6.4815,19327.1484,20360.8206,25930693788,27317542864,17.2245,3.907,1287367362,21860900000,41154200000,3610017544,221000000000,19384475439,25265730186,11077749879,14755733540,37.8937,8.805,27.0072,20.2572,21.9023,48400420000,4245650877,7.8986,5937995889,101000000000,132000000000,11560991228,85.2726,4.2435,17827973403,10321913090,175000000000,204000000000,17872017544,20920302490,6.594,9.5889,2.0867,6.4585,50.8151,64.441,66.4117,28.8058,6037310000,11023111630,15671623710,127.3684,76163000000,121000000000,47.7757,3.2479,13.5881,NA,NA,247531757.9,159148138.8,227000000000,NA,-37022878974,-1574278374,-17945880000,-1574200000,NA,260014305.9,-497400097,NA,NA,NA,NA,NA,18.9383,NA,-2.8565,4393578001,3072239863,NA,NA,NA,6,18739729279,NA,NA,3269362368,1.8753,3262692368,35.6216,4.65,NA,95670000,2.0326,426000000,29742665.25,6.3329,8.10344,NA,6.594,3.90048,4.43433,-17.9963,-13.5865,-10.29268,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.494375677,1.791833281,NA,NA,0.950755643,0.511387233,0.663762119,NA,NA
"Ethiopia",0,1,1,NA,NA,-0.124858351,-0.149542012,NA,NA,NA,NA,0,1,0,0,0.276077995,13.3976,19.8552,0.8877,46.2921,9.4483,12.4813,24.0677,4,536815278,NA,NA,NA,131.67,2,-4.2688,-827927836.5,3414714700,3.4567,125145000,127895000,NA,NA,NA,13378691289,12.8279,10.1864,2652733847,2100975305,17119044422,21925638023,2487936236,2729201064,-19.4212,-16514744016,-33195020246,-3766690559,94.4682,0,61.0985,7.0129,221991197.2,1.1477,222590000,0,13761886782,112000000000,171000000000,19394728352,152.4256,11.1024,174.9849,1425.809,246.6075,8.251,739.7608,783.3451,58179323641,61607057534,10.6066,-0.5253,1421262107,11580644992,18129000000,2057125817,171000000000,19408874292,61651991896,1284826990,5155384019,24.953,18.4213,5.5318,20.5299,20.5149,35090002958,3981717193,11.4305,11509926775,93784513933,143000000000,16243226125,32.2491,3.7645,6907383951,4127786410,33633788437,55120658269,6254626795,6944316173,17.238,16.8371,NA,NA,17.5368,13.3745,77.3431,NA,NA,1284000000,5749200000,36.2635,NA,29974177000,25.2552,2.5917,-46.8155,38.5529,48247000,NA,3387187272,NA,102478000,NA,39534994.36,124665076.8,14145940.09,0,0,0,47.3117,7.7445,1208279232,4.5854,0.6448,17.5368,NA,NA,1367906857,1751999931,2.9184,3.4184,6.9803,4,-3740353133,0.659,48.9726,1289865510,2.2289,1289865510,16.0864,NA,0,14570000,1.8449,357820000,355906601,11.1024,9.03792,6.27828,17.238,12.4355,6.67801,-4.2688,-7.40466,-5.32496,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,-27.93111311,-16.06994083
"Euro_area",0,0,0,-0.04365416,-0.167314455,NA,NA,NA,NA,NA,NA,0,0,1,1,0.162065892,7.8475,1.2681,1.5746,1.8208,0.7643,NA,2.0875,5.5,145000000000,NA,NA,NA,104.5213,4.2857,NA,41785749321,NA,NA,NA,NA,NA,138.4532,121.4046,NA,40.9265,6.0856,5040000000000,3190000000000,NA,NA,5080000000000,6270000000000,1.7605,NA,NA,NA,NA,NA,8.0207,7.777,-263000000000,6.3446,779000000000,8.9293,7090000000000,NA,NA,12300000000000,NA,2.6716,21879.2785,NA,37874.3548,2.0949,30920.7812,32735.1313,10000000000000,10600000000000,20.1539,2.2193,1410000000000,NA,NA,2460000000000,NA,12200000000000,10600000000000,4000000000000,3890000000000,21.581,NA,23.3415,22.253,22.0583,NA,NA,1.4922,4000000000000,NA,NA,6910000000000,39.166,5.352,4850000000000,3090000000000,NA,NA,4900000000000,6100000000000,NA,2.3801,NA,NA,NA,78.3745,68.6425,85.2656,10500000000000,4170000000000,4090000000000,67.3064,NA,NA,NA,NA,NA,NA,NA,16138547009,NA,NA,NA,NA,NA,NA,NA,NA,290000000000,177000000000,NA,NA,NA,NA,NA,NA,NA,NA,1110000000000,1010000000000,NA,NA,NA,6.2143,NA,NA,NA,481000000000,1.3069,200000000000,17.2169,7.487,NA,74198965000,0.5122,62882651000,14331697354,2.6716,1.99952,2.24498,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Europe___Central_Asia",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.1889,2.1185,1.6201,6.7774,-0.0688,0.1851,11.0737,5.4091,-200000000000,NA,NA,NA,117.3014,3.1364,NA,-51493824647,NA,3.6895,34362237000,210000000000,NA,37.9169,38.8665,NA,33.7962,7.9786,1060000000000,527000000000,NA,NA,1040000000000,1140000000000,-1.1366,NA,NA,NA,NA,8.231,6.0705,7.2869,96426550394,4.8655,152000000000,1.9619,1320000000000,NA,NA,3110000000000,NA,7.0116,2991.454,NA,7073.805,6.8066,10848.2361,11567.106,4780000000000,5090000000000,16.2054,5.2987,164000000000,NA,NA,502000000000,NA,3040000000000,4970000000000,898000000000,908000000000,24.6927,17.6573,23.4974,22.7654,24.6318,NA,NA,9.7583,875000000000,NA,NA,1790000000000,34.9328,18.3023,1070000000000,619000000000,NA,NA,1030000000000,1250000000000,NA,10.8251,6.0474,NA,43.6888,44.6969,69.4627,76.2495,2260000000000,877000000000,918000000000,56.6462,NA,NA,39.149,NA,NA,NA,5778097000,-4878506071,NA,NA,-2268260000,NA,NA,NA,NA,58144487000,25963000000,4392997950,NA,NA,1210000000000,3.0553,1.1457,24.5631,NA,NA,157000000000,166000000000,26.0699,24.1178,37.8639,6.2727,NA,7.0079,63.9243,780000000000,11.53,754000000000,10.2785,7.785,8550403000,26075942000,1.6577,50977065000,30511697447,7.0116,7.0121,5.02971,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155008271,0.121101319,NA,NA,NA,11.32694983,9.115837363
"Faeroe_Islands",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739000000,976000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji",0,0,0,NA,NA,-0.117065128,-0.271398747,NA,NA,NA,NA,0,1,0,0,NA,NA,6.5125,0.3042,NA,-5.667,1.7547,20.0311,3,NA,307900000,-1.6303,2.2611,107.4142,4,NA,NA,NA,NA,25447000,29224000,0.8997,55.559,45.6074,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.0102,NA,-870299904,-536460521.5,104.1947,0,65.6747,15.4791,NA,8.0263,268938628.2,NA,1837113991,3356437502,5435900000,3350736609,161.9545,-6.6,2202.0406,4023.1643,4016.331,-7.0951,4064.2084,4303.6582,3390679678,3590447343,15.8851,NA,NA,NA,863500000,532269000.8,5314227500,3275736609,3510081865,NA,NA,15.2339,NA,-4.1947,-2.1951,-2.2454,-119323200,-73551870.8,NA,NA,NA,2530400000,1559760833,NA,NA,NA,NA,NA,NA,NA,NA,4.8037,6.1409,8.106,9.0057,60.7366,25.2819,47.6979,15.5841,522183265.9,754737000,1800470327,76.2581,1614650000,3301580000,57.913,NA,10.2511,52.2891,13306000,NA,NA,3020130000,-1286000,731971540.3,NA,-121672500,-75000000,0,0,NA,21.9724,12.2965,386681280,NA,0.7768,31.0331,109.8867,2.6991,NA,NA,NA,28.4293,NA,7,NA,0.8921,NA,NA,NA,NA,NA,NA,0,31538000,4.9389,165490000,NA,-6.6,0.8,1.76,4.8037,3.3321,3.04678,NA,NA,NA,1,0,NA,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,0.071848217,0.060779901,0.555589691,0.210121127,0.162684726,21.85971727,20.44556647
"Finland",0,0,0,-0.088950078,-0.207612457,-0.114806253,-0.109209781,-0.462752451,-2.580250389,-0.351085028,-1.957606662,1,1,1,1,0.165724538,11.6485,5.3206,2.9519,3.189,16.8485,NA,2.6769,6,-319554218.4,NA,NA,NA,104.115,5,4.1369,10121331854,2225177134,NA,NA,NA,NA,85.6421,82.0115,73119033554,44.8134,4.7534,113000000000,74413119587,80768000000,80108000000,110000000000,136000000000,4.6677,15265000000,8344000000,11420124822,73.0766,NA,2.0473,4.9597,4444582952,4.7284,11568445119,2.9117,151000000000,164000000000,179000000000,245000000000,109.0047,4.3996,28568.1601,31007.8809,46260.8808,3.9564,33324.1355,34526.25,176000000000,183000000000,21.2213,0.7774,27470978441,29817000000,37935000000,51920234315,180000000000,246000000000,184000000000,90195693379,78216223932,22.2557,NA,26.9234,26.6465,26.4635,47633000000,65193528961,3.7287,76172839506,82678000000,90454000000,124000000000,40.1457,4.0606,100000000000,60349180026,65503000000,71764000000,98220737983,124000000000,2.509,2.5052,NA,NA,NA,80.8111,65.7746,150.8898,369000000000,90091767510,81757467250,70.2398,NA,NA,NA,NA,NA,NA,NA,250805701.6,-1894241915,153000000000,NA,51447009434,-1034482091,1236000000,1691667579,NA,5278802303,-11237983918,NA,NA,NA,NA,NA,NA,106.2825,NA,23188703227,22118116814,NA,NA,NA,7,-7648966446,NA,NA,8380474488,0.8081,7063149488,18.5182,6.82,NA,391320000,0.3155,771930000,9703302.553,4.3996,3.51908,3.59595,2.509,1.20026,1.60557,4.1369,4.80508,6.3011,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1.327716601,1.127564016,0.033012759,0.029004719,0.856421215,0.228606471,0.307400466,NA,NA
